index,age,month,duration,campaign,y,job_management,job_self-employed,job_services,job_technician,job_unknown,marital_married,marital_unknown,education_basic.6y,education_professional.course,education_university.degree,education_unknown,loan_yes,contact_telephone,poutcome_nonexistent
3148,47,8,110,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3149,47,5,66,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3150,45,7,174,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3151,40,11,119,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3152,27,5,223,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3153,36,4,316,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
3154,41,8,98,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3155,52,11,165,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3156,35,3,187,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3157,37,5,107,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
3158,52,5,110,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3159,28,5,213,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3160,30,8,122,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3161,31,5,128,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3162,46,8,165,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3164,30,11,250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3165,45,7,216,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
3166,32,4,87,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3167,31,11,266,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3168,39,6,145,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
3169,71,10,207,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3170,27,7,88,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
3171,45,5,251,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1
3172,58,4,1288,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3173,32,5,470,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3174,35,7,105,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3176,46,7,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3177,31,7,114,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3178,42,5,123,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
3179,29,5,8,7,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
3180,45,4,370,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3182,30,11,319,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3183,42,4,952,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3184,27,5,264,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3185,57,5,190,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
3186,28,5,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3187,26,6,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3188,31,11,162,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3189,39,4,110,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3190,33,11,109,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3191,49,11,226,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
3192,24,5,139,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
3193,37,4,156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3194,46,8,239,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3195,35,7,191,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3196,58,5,106,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
3197,37,5,370,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
3198,32,10,169,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3199,38,5,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3200,26,5,11,5,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
3201,32,7,1027,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3202,37,4,156,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3203,30,7,136,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3204,38,8,326,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3205,39,5,110,2,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1
3206,37,11,215,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
3207,26,7,1139,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3208,32,11,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3210,31,5,370,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
3211,34,6,75,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3213,28,5,485,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
3214,30,7,127,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
3215,66,8,315,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
3216,56,5,44,5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
3217,28,7,329,4,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
3218,24,6,253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3219,46,5,18,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3220,34,5,183,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
3221,49,5,122,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3222,34,6,100,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3223,25,7,643,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3224,37,7,106,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3225,62,11,154,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3226,36,7,181,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3228,49,8,96,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3229,24,5,166,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3230,46,6,57,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3231,34,8,112,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
3232,29,5,166,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3233,35,5,806,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
3234,42,4,144,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
3235,44,5,263,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3236,31,10,107,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3237,25,4,229,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3238,51,11,310,3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
3239,47,4,663,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
3240,32,7,209,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3241,43,5,671,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3242,31,5,191,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
3243,43,5,150,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
3244,29,5,166,9,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
3245,33,5,73,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
3246,44,8,734,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
3247,36,7,288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3248,49,8,195,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
3249,33,11,86,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
3250,28,6,208,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3251,35,5,71,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3252,29,10,330,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3253,66,5,171,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3254,34,3,301,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3255,36,5,501,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
3256,40,7,921,3,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1
3257,39,11,188,5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
3258,29,8,120,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3259,43,5,20,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3260,65,4,124,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3261,26,6,175,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3262,39,4,91,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3263,52,6,272,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
3264,42,5,172,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
3265,43,11,465,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3266,60,10,595,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3267,36,11,161,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3268,58,11,82,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
3269,45,6,49,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
3270,33,8,331,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3271,33,6,361,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3272,41,6,168,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3273,36,6,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3274,34,4,151,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
3276,33,8,103,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3277,27,7,510,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3278,44,6,41,5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
3279,54,6,77,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3280,27,7,86,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3281,31,11,475,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3284,50,6,847,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
3285,53,6,421,6,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
3286,41,6,686,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3287,48,6,89,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
3288,43,5,42,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3289,37,5,238,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3290,30,6,132,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3291,53,6,80,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3292,34,5,25,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3293,54,11,362,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3294,29,5,566,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3295,46,4,75,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3296,30,11,307,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3297,32,7,76,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3299,64,8,245,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3300,38,8,60,4,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1
3301,38,6,197,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
3302,31,6,590,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3303,27,4,227,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3304,42,8,213,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3305,31,11,239,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3306,43,11,97,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3307,65,10,138,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3308,56,6,75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3309,35,5,155,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
3311,30,5,231,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
3312,33,9,217,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
3313,40,5,265,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3314,42,5,266,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
3315,78,9,234,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3316,47,11,57,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
3317,39,5,122,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3318,36,7,350,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3319,37,11,176,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
3320,34,11,257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3321,42,6,160,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
3322,51,7,110,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3323,38,6,681,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
3324,27,11,669,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1
3325,53,7,383,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3326,43,5,339,4,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
3327,36,7,97,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3328,40,6,286,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3329,33,11,101,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3330,36,5,105,2,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1
3331,23,7,165,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3332,40,5,246,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
3337,54,5,182,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
3338,47,6,50,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
3339,42,11,59,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
3340,28,7,38,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
3341,24,4,107,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3342,31,8,154,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3343,46,5,196,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
3345,52,11,734,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3346,32,8,975,4,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1
3347,29,5,212,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3348,56,7,143,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3349,37,11,63,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
3350,36,5,438,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
3351,34,11,526,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3352,50,11,92,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3353,25,6,490,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
3354,31,11,332,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3356,34,3,57,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3357,38,7,56,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
3358,29,8,111,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3359,29,8,493,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
3360,40,7,114,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3362,48,6,384,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
3363,30,8,123,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3364,32,5,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3365,38,4,72,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3366,25,7,178,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3367,37,5,54,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
3369,36,7,237,7,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
3371,52,8,116,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3372,38,6,493,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3374,19,4,213,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3375,43,8,123,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3376,45,5,177,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3377,31,8,193,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3378,61,5,154,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3379,25,7,169,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3380,49,4,334,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3381,48,8,441,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3382,48,8,137,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3384,47,5,118,6,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1
3385,38,6,97,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3386,44,6,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3387,57,6,27,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
3388,42,8,715,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3389,59,7,143,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3390,23,7,245,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3391,36,11,569,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3392,28,5,108,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
3393,48,5,75,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
3394,47,8,396,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3395,55,5,316,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
3396,28,5,176,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
3397,50,6,407,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
3398,33,9,105,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3399,54,5,370,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
3400,35,11,220,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
3401,46,5,105,11,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
3404,40,5,112,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
3405,40,6,44,5,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
3406,39,7,180,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3407,25,6,534,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3408,26,6,524,15,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1
3409,35,4,218,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
3410,40,7,117,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3411,39,5,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3412,26,5,211,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3413,54,8,956,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3414,45,8,243,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
3415,53,6,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3416,57,7,150,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3417,34,5,439,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
3418,50,5,587,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
3419,32,7,668,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3420,50,4,260,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
3421,35,5,226,5,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
3422,54,11,1868,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3423,38,6,156,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3424,32,11,50,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3425,52,8,622,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
3426,55,6,23,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3427,45,4,797,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3428,46,5,106,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
3429,59,5,211,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3430,27,7,584,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
3431,48,8,92,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3432,30,8,191,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3434,34,5,593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3435,25,11,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
3436,53,5,504,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3437,71,7,519,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3438,42,5,134,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
3440,36,5,109,9,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
3441,46,8,66,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3442,59,7,202,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3443,54,7,798,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3444,36,11,337,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3445,37,5,105,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3446,32,5,81,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
3447,29,5,273,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
3448,27,9,167,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3449,41,5,722,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3450,22,7,82,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3451,40,11,394,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3452,41,5,237,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
3453,34,6,548,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3454,34,5,404,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3455,30,6,120,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3456,47,5,16,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
3457,38,8,109,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3458,50,8,139,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3459,30,5,578,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3460,29,6,140,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3461,29,8,91,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
3462,44,11,170,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
3463,45,4,185,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3464,46,5,723,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3465,46,7,142,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3466,52,6,32,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
3467,43,5,226,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
3468,50,7,58,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3469,37,9,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3470,42,5,48,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
3471,30,8,481,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3472,31,8,163,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3473,55,11,97,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3474,33,8,101,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3475,53,11,395,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3476,33,7,102,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3477,45,7,1106,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3478,32,8,451,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3479,55,5,77,2,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1
3480,42,5,251,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
3481,52,11,323,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
3482,59,8,91,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3483,36,4,299,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3484,32,8,457,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3485,35,6,516,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3486,34,5,323,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
3487,34,8,111,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3488,37,5,325,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3489,31,8,284,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
3490,34,4,83,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
3491,26,8,233,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3492,30,8,308,3,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
3493,36,8,258,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3494,58,8,144,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3495,34,7,557,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
3496,31,11,463,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3497,47,11,99,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3498,44,5,199,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3499,44,5,246,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3500,43,7,458,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3501,29,11,215,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
3502,29,11,104,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3503,42,8,220,11,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
3504,47,8,38,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3505,44,6,98,4,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
3506,52,5,77,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
3507,32,11,101,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3509,46,5,1091,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
3510,40,5,21,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3511,44,8,240,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3512,31,6,325,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
