index,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,poutcome,y
3079,38,entrepreneur,married,university.degree,no,yes,no,cellular,nov,thu,106,3,failure,no
3080,51,housemaid,married,basic.4y,no,yes,no,telephone,jul,thu,179,4,nonexistent,no
3081,54,blue-collar,married,basic.4y,unknown,no,no,cellular,may,mon,108,1,nonexistent,no
3084,38,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,thu,71,12,nonexistent,no
3085,37,technician,single,high.school,no,yes,yes,telephone,jun,fri,190,1,nonexistent,no
3086,36,technician,married,high.school,no,yes,no,telephone,may,mon,290,5,nonexistent,no
3087,40,admin.,single,high.school,unknown,yes,no,telephone,jun,mon,142,3,nonexistent,no
3088,29,technician,married,university.degree,unknown,yes,no,cellular,aug,mon,140,1,nonexistent,no
3089,30,admin.,single,university.degree,no,yes,no,cellular,jul,tue,124,2,nonexistent,no
3090,33,management,married,high.school,no,no,no,telephone,jul,thu,524,3,nonexistent,no
3091,35,admin.,married,university.degree,no,yes,no,telephone,sep,wed,234,1,nonexistent,yes
3092,59,retired,divorced,professional.course,no,no,no,cellular,may,wed,69,1,nonexistent,no
3093,55,retired,married,basic.9y,unknown,no,no,telephone,may,mon,114,1,failure,no
3094,40,services,married,high.school,no,yes,no,cellular,apr,thu,124,1,failure,no
3095,60,admin.,married,high.school,unknown,no,no,cellular,jul,tue,201,1,nonexistent,no
3097,38,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,119,1,nonexistent,no
3098,30,technician,married,university.degree,unknown,yes,no,telephone,may,wed,72,3,nonexistent,no
3099,49,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,tue,281,1,nonexistent,no
3100,50,admin.,married,high.school,no,no,no,telephone,jun,fri,513,3,nonexistent,no
3102,48,admin.,single,high.school,no,no,yes,cellular,jul,fri,18,7,nonexistent,no
3103,26,technician,single,basic.9y,no,yes,no,cellular,sep,thu,305,1,failure,yes
3104,58,technician,married,professional.course,unknown,no,no,telephone,jun,fri,18,2,nonexistent,no
3105,55,admin.,divorced,university.degree,no,yes,no,cellular,nov,mon,288,2,nonexistent,no
3106,54,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,168,5,nonexistent,no
3107,48,self-employed,married,university.degree,unknown,no,no,telephone,may,tue,138,8,nonexistent,no
3108,33,blue-collar,married,basic.9y,no,yes,yes,cellular,may,mon,239,2,nonexistent,no
3109,37,admin.,married,high.school,no,unknown,unknown,cellular,jul,thu,294,1,failure,yes
3110,52,blue-collar,married,basic.9y,no,no,no,cellular,aug,tue,329,3,nonexistent,no
3111,54,blue-collar,single,unknown,no,yes,no,cellular,jul,mon,122,2,nonexistent,no
3112,66,unemployed,single,basic.4y,no,yes,no,cellular,apr,thu,416,1,nonexistent,yes
3113,35,management,married,university.degree,no,yes,no,cellular,nov,fri,152,1,nonexistent,no
3114,46,admin.,single,high.school,no,no,no,cellular,jul,wed,251,3,nonexistent,no
3115,45,technician,married,high.school,no,no,no,cellular,jul,tue,58,1,nonexistent,no
3116,40,admin.,married,university.degree,no,no,no,cellular,aug,wed,154,2,nonexistent,no
3117,32,blue-collar,married,basic.9y,no,yes,yes,cellular,may,fri,73,3,nonexistent,no
3118,59,housemaid,divorced,university.degree,no,yes,no,cellular,jul,tue,226,1,nonexistent,no
3119,28,admin.,married,high.school,no,no,no,cellular,may,fri,35,3,failure,no
3120,32,blue-collar,married,basic.6y,no,yes,no,telephone,jun,fri,16,6,nonexistent,no
3121,44,admin.,married,university.degree,unknown,yes,no,telephone,jun,thu,18,2,nonexistent,no
3122,38,management,divorced,university.degree,no,no,yes,cellular,apr,fri,131,2,nonexistent,no
3123,32,admin.,single,university.degree,no,yes,no,cellular,jul,thu,117,1,nonexistent,no
3124,29,admin.,single,university.degree,no,no,no,cellular,aug,mon,62,4,nonexistent,no
3125,30,admin.,single,university.degree,no,yes,no,cellular,nov,tue,187,2,nonexistent,no
3126,25,services,divorced,high.school,no,no,no,telephone,may,thu,219,4,nonexistent,no
3127,26,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,tue,250,2,nonexistent,no
3128,40,services,married,basic.4y,unknown,yes,no,cellular,may,fri,237,1,nonexistent,no
3129,57,blue-collar,married,basic.4y,unknown,no,yes,cellular,aug,wed,203,1,nonexistent,no
3130,47,services,married,high.school,no,yes,no,cellular,aug,mon,140,2,nonexistent,no
3132,45,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,159,3,nonexistent,no
3133,46,admin.,married,high.school,no,no,no,cellular,jul,mon,76,10,nonexistent,no
3134,32,services,married,professional.course,no,yes,no,cellular,may,tue,146,3,failure,no
3135,52,blue-collar,divorced,basic.4y,no,no,no,cellular,apr,thu,474,2,nonexistent,no
3136,39,admin.,married,university.degree,no,yes,no,telephone,jun,thu,36,3,nonexistent,no
3137,59,retired,married,university.degree,no,yes,no,cellular,aug,wed,160,3,nonexistent,no
3138,37,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,59,4,nonexistent,no
3140,37,self-employed,married,university.degree,no,no,no,cellular,jun,mon,181,2,nonexistent,no
3141,45,blue-collar,divorced,basic.4y,unknown,yes,no,cellular,jul,fri,328,1,nonexistent,no
3142,27,technician,single,professional.course,no,no,no,telephone,may,fri,230,2,nonexistent,no
3143,58,retired,divorced,university.degree,no,yes,no,cellular,apr,wed,48,1,nonexistent,no
3144,36,housemaid,married,high.school,no,yes,no,telephone,jun,mon,171,1,nonexistent,no
3145,31,management,single,university.degree,no,yes,no,cellular,jul,thu,166,3,nonexistent,no
3146,50,housemaid,married,unknown,no,no,no,cellular,aug,tue,287,3,nonexistent,no
3148,47,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,tue,110,2,nonexistent,no
3149,47,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,tue,66,2,nonexistent,no
3150,45,services,married,high.school,unknown,no,no,cellular,jul,mon,174,1,nonexistent,no
3151,40,admin.,single,high.school,no,yes,no,telephone,nov,thu,119,2,nonexistent,no
3152,27,self-employed,single,university.degree,no,no,no,cellular,may,thu,223,1,nonexistent,no
3153,36,technician,married,basic.6y,no,no,no,cellular,apr,mon,316,2,failure,no
3154,41,admin.,divorced,high.school,no,yes,yes,cellular,aug,thu,98,3,nonexistent,no
3155,52,admin.,married,high.school,no,no,no,cellular,nov,fri,165,1,failure,no
3156,35,services,single,high.school,no,yes,no,telephone,mar,tue,187,3,nonexistent,yes
3157,37,management,married,university.degree,no,unknown,unknown,telephone,may,fri,107,1,nonexistent,no
3158,52,admin.,divorced,high.school,no,yes,yes,cellular,may,mon,110,1,failure,no
3159,28,student,single,basic.9y,unknown,yes,no,telephone,may,thu,213,2,nonexistent,no
3160,30,management,married,university.degree,no,no,no,cellular,aug,fri,122,1,nonexistent,no
3161,31,blue-collar,married,basic.4y,no,no,no,cellular,may,wed,128,1,failure,no
3162,46,self-employed,married,university.degree,no,yes,no,cellular,aug,wed,165,3,nonexistent,no
3164,30,blue-collar,single,high.school,no,no,no,cellular,nov,mon,250,1,nonexistent,yes
3165,45,entrepreneur,divorced,university.degree,no,no,yes,cellular,jul,thu,216,1,nonexistent,no
3166,32,blue-collar,single,basic.6y,no,no,no,cellular,apr,mon,87,4,nonexistent,no
3167,31,services,divorced,high.school,no,yes,no,cellular,nov,mon,266,2,nonexistent,no
3168,39,admin.,married,professional.course,no,yes,yes,cellular,jun,tue,145,1,nonexistent,no
3169,71,retired,married,basic.4y,no,no,no,cellular,oct,tue,207,1,nonexistent,yes
3170,27,services,single,basic.9y,no,yes,yes,cellular,jul,tue,88,6,nonexistent,no
3171,45,unknown,married,unknown,no,yes,no,telephone,may,thu,251,1,nonexistent,no
3173,32,admin.,single,university.degree,no,no,no,telephone,may,mon,470,4,nonexistent,no
3174,35,admin.,married,university.degree,unknown,no,no,cellular,jul,tue,105,2,nonexistent,no
3176,46,blue-collar,single,basic.9y,unknown,no,no,cellular,jul,thu,121,1,nonexistent,no
3177,31,admin.,single,basic.9y,no,yes,no,cellular,jul,mon,114,2,nonexistent,no
3178,42,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,123,1,nonexistent,no
3179,29,blue-collar,married,basic.6y,no,unknown,unknown,telephone,may,fri,8,7,nonexistent,no
3180,45,technician,single,professional.course,no,no,no,cellular,apr,thu,370,3,failure,no
3182,30,admin.,single,university.degree,no,no,no,cellular,nov,thu,319,5,nonexistent,no
3184,27,admin.,single,basic.9y,no,yes,yes,telephone,may,wed,264,1,nonexistent,no
3185,57,management,married,university.degree,unknown,no,no,telephone,may,tue,190,3,nonexistent,no
3186,28,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,149,1,nonexistent,no
3187,26,unemployed,single,high.school,no,yes,no,telephone,jun,thu,22,1,nonexistent,no
3188,31,admin.,married,university.degree,no,yes,no,cellular,nov,wed,162,1,nonexistent,no
3189,39,admin.,married,high.school,no,yes,no,cellular,apr,wed,110,1,nonexistent,no
3190,33,admin.,single,university.degree,no,no,no,telephone,nov,thu,109,1,nonexistent,no
3191,49,unemployed,married,professional.course,no,yes,no,telephone,nov,thu,226,1,nonexistent,yes
3192,24,student,married,university.degree,no,no,no,telephone,may,tue,139,3,nonexistent,no
3193,37,admin.,divorced,high.school,no,no,no,cellular,apr,fri,156,1,failure,no
3194,46,blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,239,1,nonexistent,no
3195,35,services,single,high.school,no,no,no,cellular,jul,tue,191,1,nonexistent,no
3196,58,management,married,unknown,unknown,yes,no,telephone,may,fri,106,1,nonexistent,no
3197,37,technician,married,university.degree,no,yes,no,cellular,may,tue,370,3,nonexistent,no
3198,32,admin.,married,professional.course,no,yes,no,cellular,oct,tue,169,1,nonexistent,no
3199,38,blue-collar,single,basic.4y,no,no,no,telephone,may,wed,17,7,nonexistent,no
3200,26,technician,married,professional.course,no,yes,no,cellular,may,fri,11,5,nonexistent,no
3201,32,admin.,single,university.degree,no,no,no,cellular,jul,tue,1027,1,nonexistent,no
3202,37,blue-collar,divorced,basic.9y,no,yes,yes,cellular,apr,mon,156,1,nonexistent,no
3203,30,technician,single,professional.course,no,yes,no,cellular,jul,mon,136,5,nonexistent,no
3204,38,admin.,married,university.degree,no,no,no,cellular,aug,thu,326,1,nonexistent,no
3205,39,technician,married,professional.course,no,no,yes,telephone,may,fri,110,2,nonexistent,no
3206,37,admin.,married,university.degree,no,yes,yes,cellular,nov,fri,215,1,nonexistent,no
3208,32,blue-collar,single,high.school,no,yes,no,cellular,nov,wed,108,1,nonexistent,no
3210,31,admin.,married,university.degree,no,no,no,telephone,may,fri,370,3,nonexistent,no
3211,34,blue-collar,married,basic.4y,no,yes,no,cellular,jun,mon,75,2,nonexistent,no
3213,28,services,married,high.school,no,yes,no,telephone,may,tue,485,1,nonexistent,no
3214,30,admin.,single,university.degree,no,no,yes,cellular,jul,tue,127,2,nonexistent,no
3215,66,retired,married,university.degree,no,no,yes,cellular,aug,mon,315,1,nonexistent,no
3216,56,services,married,basic.9y,unknown,no,no,telephone,may,wed,44,5,nonexistent,no
3217,28,management,married,university.degree,no,yes,yes,cellular,jul,wed,329,4,nonexistent,no
3218,24,student,single,high.school,no,no,no,cellular,jun,tue,253,1,nonexistent,no
3219,46,admin.,divorced,basic.6y,no,yes,no,cellular,may,mon,18,5,nonexistent,no
3220,34,blue-collar,married,university.degree,no,yes,yes,cellular,may,fri,183,1,nonexistent,no
3221,49,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,122,1,nonexistent,no
3222,34,admin.,single,university.degree,no,yes,no,telephone,jun,mon,100,1,nonexistent,no
3223,25,services,single,high.school,no,no,no,cellular,jul,wed,643,1,nonexistent,no
3224,37,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,fri,106,2,nonexistent,no
3225,62,services,married,high.school,no,yes,no,cellular,nov,wed,154,5,nonexistent,no
3226,36,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,181,2,nonexistent,no
3228,49,admin.,married,high.school,no,no,no,cellular,aug,thu,96,2,nonexistent,no
3229,24,services,married,high.school,no,no,no,cellular,may,thu,166,3,nonexistent,no
3230,46,admin.,single,university.degree,no,no,no,telephone,jun,thu,57,6,nonexistent,no
3231,34,technician,married,high.school,no,yes,no,cellular,aug,thu,112,5,nonexistent,no
3232,29,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,166,7,nonexistent,no
3233,35,services,divorced,professional.course,unknown,no,no,telephone,may,tue,806,1,nonexistent,no
3234,42,technician,divorced,professional.course,no,yes,yes,cellular,apr,thu,144,1,nonexistent,no
3235,44,admin.,married,high.school,no,yes,no,cellular,may,fri,263,1,nonexistent,no
3236,31,admin.,married,university.degree,no,yes,no,cellular,oct,tue,107,1,nonexistent,no
3237,25,admin.,single,university.degree,no,yes,no,cellular,apr,thu,229,2,nonexistent,yes
3238,51,self-employed,married,university.degree,no,yes,yes,cellular,nov,thu,310,3,nonexistent,no
3239,47,entrepreneur,married,high.school,no,no,yes,cellular,apr,wed,663,2,nonexistent,no
3240,32,admin.,single,university.degree,no,unknown,unknown,cellular,jul,mon,209,2,nonexistent,no
3241,43,blue-collar,married,high.school,unknown,unknown,unknown,telephone,may,wed,671,3,nonexistent,no
3242,31,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,fri,191,1,nonexistent,no
3243,43,technician,single,professional.course,no,no,no,telephone,may,fri,150,1,nonexistent,no
3244,29,admin.,single,university.degree,no,no,yes,telephone,may,tue,166,9,nonexistent,no
3245,33,services,married,high.school,no,no,no,telephone,may,fri,73,4,nonexistent,no
3246,44,blue-collar,married,basic.4y,no,no,yes,cellular,aug,mon,734,2,nonexistent,no
3247,36,blue-collar,single,high.school,no,no,no,cellular,jul,thu,288,1,nonexistent,no
3248,49,blue-collar,married,basic.6y,no,yes,no,cellular,aug,tue,195,4,nonexistent,no
3249,33,admin.,single,university.degree,no,yes,yes,cellular,nov,tue,86,1,nonexistent,no
3250,28,student,single,unknown,no,no,no,cellular,jun,wed,208,4,nonexistent,no
3251,35,services,single,high.school,no,no,no,cellular,may,tue,71,2,nonexistent,no
3255,36,services,single,basic.6y,unknown,yes,yes,telephone,may,wed,501,2,nonexistent,no
3256,40,technician,married,professional.course,unknown,no,yes,telephone,jul,thu,921,3,nonexistent,no
3257,39,blue-collar,married,basic.6y,unknown,no,yes,cellular,nov,wed,188,5,nonexistent,no
3258,29,admin.,single,university.degree,no,yes,no,cellular,aug,wed,120,3,nonexistent,no
3259,43,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,20,5,nonexistent,no
3260,65,retired,married,university.degree,no,no,no,cellular,apr,wed,124,2,nonexistent,yes
3261,26,technician,single,professional.course,no,no,no,cellular,jun,mon,175,1,failure,no
3262,39,blue-collar,married,basic.4y,no,no,no,cellular,apr,tue,91,1,failure,no
3263,52,admin.,married,university.degree,unknown,yes,no,telephone,jun,wed,272,3,nonexistent,no
3264,42,blue-collar,married,basic.6y,no,yes,no,cellular,may,wed,172,1,nonexistent,no
3265,43,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,465,1,nonexistent,no
3267,36,management,married,university.degree,no,yes,no,cellular,nov,wed,161,2,nonexistent,no
3268,58,technician,married,unknown,no,no,no,cellular,nov,tue,82,1,nonexistent,no
3269,45,entrepreneur,married,university.degree,unknown,no,no,telephone,jun,fri,49,4,nonexistent,no
3270,33,unemployed,divorced,professional.course,no,yes,no,telephone,aug,mon,331,1,nonexistent,no
3271,33,admin.,married,high.school,no,yes,no,telephone,jun,tue,361,1,nonexistent,no
3272,41,admin.,single,basic.6y,no,no,no,telephone,jun,wed,168,1,nonexistent,no
3273,36,blue-collar,single,basic.9y,unknown,unknown,unknown,telephone,jun,fri,25,3,nonexistent,no
3274,34,unknown,married,basic.4y,no,no,no,telephone,apr,mon,151,3,nonexistent,no
3276,33,technician,single,professional.course,no,no,no,cellular,aug,thu,103,1,nonexistent,no
3277,27,admin.,single,high.school,unknown,no,no,cellular,jul,mon,510,6,nonexistent,no
3278,44,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,mon,41,5,nonexistent,no
3279,54,admin.,married,university.degree,no,no,no,cellular,jun,wed,77,2,nonexistent,no
3280,27,admin.,single,university.degree,no,no,no,telephone,jul,mon,86,9,nonexistent,no
3281,31,services,single,high.school,no,yes,no,cellular,nov,thu,475,1,nonexistent,no
3284,50,management,married,basic.4y,unknown,no,no,telephone,jun,tue,847,3,nonexistent,no
3285,53,technician,married,professional.course,unknown,no,no,telephone,jun,fri,421,6,nonexistent,no
3287,48,admin.,married,high.school,no,yes,yes,telephone,jun,thu,89,1,nonexistent,no
3288,43,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,42,8,nonexistent,no
3289,37,entrepreneur,married,basic.9y,no,no,no,cellular,may,mon,238,2,failure,no
3290,30,services,single,high.school,no,no,no,telephone,jun,mon,132,6,nonexistent,no
3291,53,admin.,divorced,university.degree,no,no,no,telephone,jun,fri,80,5,nonexistent,no
3292,34,admin.,divorced,university.degree,no,yes,no,cellular,may,tue,25,4,nonexistent,no
3293,54,housemaid,married,basic.9y,no,no,no,cellular,nov,wed,362,3,nonexistent,no
3294,29,admin.,single,high.school,no,yes,no,cellular,may,thu,566,2,nonexistent,yes
3295,46,admin.,married,university.degree,no,yes,no,cellular,apr,mon,75,1,nonexistent,no
3296,30,technician,single,university.degree,no,no,no,cellular,nov,fri,307,2,nonexistent,no
3297,32,admin.,single,university.degree,no,no,no,cellular,jul,wed,76,2,nonexistent,no
3299,64,retired,married,basic.4y,no,unknown,unknown,telephone,aug,fri,245,3,nonexistent,yes
3300,38,unknown,married,unknown,no,yes,yes,cellular,aug,wed,60,4,nonexistent,no
3301,38,admin.,married,university.degree,no,yes,no,telephone,jun,thu,197,1,nonexistent,no
3302,31,blue-collar,single,basic.4y,no,no,no,telephone,jun,thu,590,3,nonexistent,yes
3303,27,student,single,university.degree,no,no,no,cellular,apr,fri,227,1,failure,yes
3304,42,technician,single,university.degree,no,yes,no,cellular,aug,thu,213,1,nonexistent,no
3305,31,admin.,single,university.degree,no,yes,no,cellular,nov,thu,239,2,nonexistent,no
3306,43,admin.,single,university.degree,no,no,no,cellular,nov,wed,97,1,nonexistent,no
3307,65,retired,married,basic.4y,no,yes,no,telephone,oct,thu,138,4,nonexistent,no
3308,56,retired,divorced,basic.4y,unknown,no,no,telephone,jun,fri,75,4,nonexistent,no
3309,35,admin.,married,university.degree,no,yes,no,telephone,may,mon,155,1,nonexistent,no
3311,30,blue-collar,married,basic.9y,no,yes,yes,cellular,may,mon,231,1,nonexistent,no
3312,33,admin.,married,university.degree,no,yes,no,telephone,sep,thu,217,2,nonexistent,no
3313,40,blue-collar,married,unknown,unknown,no,no,cellular,may,fri,265,1,failure,no
3314,42,blue-collar,married,basic.6y,no,no,no,telephone,may,mon,266,3,nonexistent,no
3316,47,technician,married,unknown,unknown,yes,no,cellular,nov,fri,57,2,failure,no
3317,39,management,single,university.degree,no,no,no,cellular,may,thu,122,2,nonexistent,no
3318,36,management,married,university.degree,no,yes,no,cellular,jul,thu,350,2,nonexistent,no
3319,37,management,married,university.degree,no,yes,yes,cellular,nov,mon,176,2,nonexistent,no
3320,34,blue-collar,single,high.school,no,yes,no,cellular,nov,tue,257,1,nonexistent,no
3321,42,admin.,married,university.degree,unknown,yes,no,telephone,jun,thu,160,2,nonexistent,no
3322,51,blue-collar,married,high.school,no,no,no,cellular,jul,mon,110,1,nonexistent,no
3323,38,admin.,single,unknown,unknown,no,no,telephone,jun,tue,681,2,nonexistent,no
3324,27,self-employed,married,professional.course,no,no,no,telephone,nov,wed,669,1,nonexistent,yes
3325,53,entrepreneur,divorced,university.degree,no,no,no,telephone,jul,wed,383,2,nonexistent,no
3326,43,management,married,university.degree,no,yes,no,telephone,may,fri,339,4,nonexistent,no
3327,36,admin.,married,university.degree,unknown,no,no,cellular,jul,tue,97,1,nonexistent,no
3328,40,housemaid,married,basic.4y,no,no,no,telephone,jun,mon,286,1,nonexistent,no
3329,33,admin.,single,university.degree,no,yes,no,cellular,nov,wed,101,2,failure,no
3330,36,technician,married,unknown,no,no,no,telephone,may,tue,105,2,nonexistent,no
3332,40,entrepreneur,married,basic.9y,unknown,yes,yes,telephone,may,tue,246,3,nonexistent,no
3337,54,technician,divorced,professional.course,no,no,no,telephone,may,tue,182,1,nonexistent,no
3338,47,admin.,married,university.degree,no,yes,no,telephone,jun,tue,50,2,nonexistent,no
3339,42,management,married,high.school,no,no,no,cellular,nov,thu,59,2,nonexistent,no
3340,28,technician,single,university.degree,unknown,no,no,telephone,jul,tue,38,3,nonexistent,no
3341,24,technician,divorced,professional.course,no,yes,no,cellular,apr,fri,107,1,failure,no
3342,31,management,married,university.degree,no,no,no,cellular,aug,mon,154,4,nonexistent,no
3343,46,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,196,2,nonexistent,no
3345,52,services,divorced,high.school,unknown,yes,no,cellular,nov,mon,734,1,nonexistent,no
3346,32,technician,married,university.degree,no,no,yes,cellular,aug,thu,975,4,nonexistent,yes
3347,29,admin.,married,university.degree,no,yes,no,cellular,may,tue,212,1,nonexistent,no
3348,56,technician,divorced,professional.course,no,no,no,cellular,jul,tue,143,1,nonexistent,no
3349,37,technician,married,professional.course,no,yes,no,cellular,nov,thu,63,2,failure,no
3350,36,management,married,basic.9y,no,yes,yes,cellular,may,wed,438,1,nonexistent,no
3351,34,technician,divorced,university.degree,no,yes,no,cellular,nov,fri,526,1,nonexistent,no
3352,50,entrepreneur,married,university.degree,no,yes,no,cellular,nov,mon,92,1,nonexistent,no
3353,25,admin.,married,unknown,no,no,no,telephone,jun,wed,490,2,nonexistent,no
3354,31,self-employed,married,university.degree,no,yes,no,cellular,nov,mon,332,1,nonexistent,no
3356,34,management,married,university.degree,no,unknown,unknown,cellular,mar,tue,57,4,nonexistent,no
3357,38,technician,married,professional.course,no,no,no,telephone,jul,wed,56,1,nonexistent,no
3358,29,technician,single,professional.course,no,no,no,cellular,aug,wed,111,1,nonexistent,no
3359,29,admin.,single,university.degree,no,yes,yes,cellular,aug,fri,493,1,nonexistent,no
3360,40,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,114,4,nonexistent,no
3362,48,management,married,basic.9y,no,yes,no,telephone,jun,fri,384,2,nonexistent,no
3363,30,technician,single,university.degree,unknown,yes,no,cellular,aug,thu,123,1,nonexistent,no
3364,32,unemployed,divorced,basic.4y,no,unknown,unknown,telephone,may,thu,23,4,nonexistent,no
3365,38,management,divorced,university.degree,no,no,yes,cellular,apr,mon,72,1,failure,no
3366,25,student,single,university.degree,no,no,no,telephone,jul,fri,178,2,nonexistent,no
3367,37,blue-collar,married,basic.6y,no,no,no,cellular,may,mon,54,1,nonexistent,no
3369,36,technician,single,professional.course,no,no,no,telephone,jul,thu,237,7,nonexistent,no
3371,52,services,married,high.school,unknown,unknown,unknown,cellular,aug,mon,116,5,nonexistent,no
3372,38,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,493,3,nonexistent,no
3374,19,student,single,unknown,no,unknown,unknown,cellular,apr,mon,213,3,nonexistent,yes
3375,43,management,married,university.degree,no,no,no,cellular,aug,tue,123,3,nonexistent,no
3376,45,admin.,married,unknown,no,no,no,cellular,may,thu,177,2,nonexistent,no
3377,31,technician,single,high.school,no,yes,no,cellular,aug,tue,193,2,nonexistent,no
3378,61,unknown,single,basic.4y,no,yes,no,cellular,may,tue,154,1,nonexistent,no
3379,25,blue-collar,married,high.school,unknown,no,no,cellular,jul,tue,169,4,nonexistent,no
3380,49,entrepreneur,married,university.degree,no,yes,no,cellular,apr,mon,334,1,nonexistent,no
3381,48,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,mon,441,2,nonexistent,no
3382,48,services,married,basic.4y,unknown,yes,no,cellular,aug,thu,137,1,nonexistent,no
3384,47,technician,single,university.degree,unknown,yes,yes,telephone,may,mon,118,6,nonexistent,no
3385,38,blue-collar,single,basic.6y,unknown,yes,no,telephone,jun,mon,97,6,nonexistent,no
3386,44,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,wed,34,2,nonexistent,no
3387,57,admin.,married,university.degree,no,yes,no,telephone,jun,fri,27,3,nonexistent,no
3388,42,management,married,university.degree,no,yes,no,cellular,aug,thu,715,4,nonexistent,no
3389,59,retired,single,high.school,no,yes,no,cellular,jul,thu,143,2,nonexistent,no
3390,23,admin.,single,professional.course,no,yes,no,cellular,jul,wed,245,1,nonexistent,no
3391,36,admin.,married,university.degree,no,no,no,cellular,nov,fri,569,1,nonexistent,no
3392,28,student,single,university.degree,no,yes,yes,cellular,may,fri,108,2,nonexistent,no
3393,48,management,married,university.degree,no,no,no,telephone,may,fri,75,1,nonexistent,no
3394,47,technician,single,professional.course,no,yes,no,cellular,aug,thu,396,3,nonexistent,no
3395,55,technician,married,basic.4y,unknown,yes,no,telephone,may,fri,316,7,nonexistent,no
3396,28,services,married,high.school,no,yes,no,telephone,may,tue,176,4,nonexistent,no
3397,50,admin.,married,university.degree,no,yes,no,telephone,jun,wed,407,1,nonexistent,no
3398,33,technician,single,basic.9y,no,no,no,cellular,sep,fri,105,2,nonexistent,no
3399,54,blue-collar,divorced,unknown,unknown,yes,no,telephone,may,fri,370,1,nonexistent,no
3400,35,blue-collar,married,basic.6y,no,no,no,cellular,nov,wed,220,2,nonexistent,no
3401,46,entrepreneur,married,university.degree,no,yes,no,telephone,may,mon,105,11,nonexistent,no
3404,40,services,single,university.degree,no,no,no,telephone,may,wed,112,2,nonexistent,no
3405,40,admin.,married,university.degree,no,no,no,telephone,jun,fri,44,5,nonexistent,no
3406,39,admin.,divorced,high.school,no,yes,yes,cellular,jul,tue,180,9,nonexistent,no
3407,25,admin.,married,high.school,no,yes,no,telephone,jun,fri,534,3,nonexistent,no
3410,40,blue-collar,married,unknown,no,no,no,cellular,jul,tue,117,3,nonexistent,no
3411,39,admin.,married,high.school,no,no,no,telephone,may,mon,6,4,nonexistent,no
3412,26,admin.,single,high.school,no,yes,no,cellular,may,mon,211,2,failure,no
3413,54,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,956,1,nonexistent,yes
3414,45,technician,married,high.school,no,yes,yes,cellular,aug,fri,243,1,nonexistent,no
3415,53,admin.,divorced,high.school,no,yes,no,cellular,jun,mon,70,1,failure,no
3416,57,admin.,married,basic.4y,unknown,yes,no,cellular,jul,tue,150,2,nonexistent,no
3417,34,blue-collar,married,basic.9y,no,no,yes,cellular,may,wed,439,1,nonexistent,no
3418,50,management,married,university.degree,unknown,no,no,telephone,may,thu,587,1,nonexistent,no
3419,32,admin.,divorced,university.degree,no,yes,no,cellular,jul,thu,668,1,nonexistent,no
3420,50,services,married,basic.4y,unknown,yes,yes,cellular,apr,thu,260,1,nonexistent,no
3421,35,technician,married,professional.course,no,yes,no,cellular,may,fri,226,5,nonexistent,no
3423,38,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,tue,156,4,nonexistent,no
3424,32,technician,divorced,high.school,no,no,no,cellular,nov,fri,50,1,nonexistent,no
3425,52,technician,married,professional.course,unknown,yes,no,cellular,aug,tue,622,1,nonexistent,no
3426,55,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,23,2,nonexistent,no
3427,45,blue-collar,married,unknown,no,yes,no,cellular,apr,thu,797,1,nonexistent,no
3428,46,blue-collar,married,professional.course,no,yes,no,telephone,may,fri,106,1,nonexistent,no
3429,59,retired,married,basic.9y,unknown,no,no,telephone,may,mon,211,2,nonexistent,no
3430,27,services,married,high.school,unknown,no,no,telephone,jul,fri,584,1,nonexistent,yes
3431,48,admin.,married,basic.9y,no,yes,no,cellular,aug,tue,92,2,nonexistent,no
